评估对象	0.454837767	0.039548023	0.608122363	0.568856886	0.605787029	0.071391395	0.03123	0.0046	929
评估对象	0.617363344	0.033898305	0.763185654	0.376879124	0.122603791	0.053897756	0.03867	0.0068	1590
评估对象	0.484945922	0.084745763	0.63871308	1	1	0.005349294	0.04482	0.008	707
评估对象	0.635194388	0.042372881	0.777953586	0.449816252	0.403485688	0.029898219	0.04023	0.0071	655
评估对象	0.639286758	0.101694915	0.78164557	0.348250295	0.214768125	0.034235485	0.03783	0.0058	1550
评估对象	0.621455715	0.081920904	0.766350211	0.242666256	0.120664403	0.034900532	0.03135	0.0046	324
评估对象	0.644256065	0.087570621	0.785337553	0.366212312	0.281630177	0.016221374	0.04197	0.0077	2295
评估对象	0.523238819	0.093220339	0.67721519	0.445832981	0.434086399	0.045136479	0.04397	0.0063	895
评估对象	0.460976323	0.333333333	0.614451477	0.280470036	0.130576864	0.053001388	0.03078	0.0055	1883
评估对象	0.378836597	0.073446328	0.524261603	0.591200004	0.614883297	0.051526718	0.03916	0.0065	1186
评估对象	0.701549255	0.474576271	0.830696203	0.487157556	0.409705746	0.059883183	0.03412	0.0051	1545
评估对象	0.715872552	0.028248588	0.841244726	0.394642227	0.279254784	0.125954198	0.02511	0.0043	2308
评估对象	0.443437591	0.098870056	0.595991561	0.613294479	0.50429695	0.064856581	0.04562	0.008	330
评估对象	0.437006723	0.152542373	0.588607595	0.516467669	0.474336603	0.01659727	0.05311	0.0079	1255
评估对象	0.479976615	0.166666667	0.633966245	0.534484388	0.367920839	0.03834143	0.03667	0.0065	1970
评估对象	0.345220696	0.096045198	0.484704641	0.38095688	0.1485576	0.120142262	0.02894	0.0051	1755
评估对象	0.375036539	0.101694915	0.519514768	0.33482851	0.175597701	0.02758501	0.03498	0.0058	1655
评估对象	0.49663841	0.093220339	0.650843882	0.487843812	0.344704935	0.078909322	0.02748	0.0041	1146
评估对象	0.275650395	0.059322034	0.399261603	0.55574342	0.150626301	0.007575758	0.04101	0.0063	767
评估对象	0.410990938	0.423728814	0.560654008	0.471373657	0.1353844	0.073531113	0.02397	0.0039	397
评估对象	0.714118679	0.502824859	0.839662447	0.112411794	0.040846533	0.031459635	0.02822	0.0045	1645
评估对象	0.550423853	0.093220339	0.703059072	0.461785958	0.428153187	0.403105482	0.02271	0.0035	1179
评估对象	0.465361006	0.09039548	0.618670886	0.392041414	0.149669631	0.40654638	0.02092	0.0033	1734
评估对象	0.609763227	0.06779661	0.756329114	0.441854683	0.195552246	1	0.02182	0.0032	1076
评估对象	0.526161941	0.06779661	0.679852321	0.492379072	0.336225773	0.208738145	0.02669	0.0044	1076
评估对象	0.700087694	0.06779661	0.82964135	0.345738994	0.176135731	0.107246125	0.01955	0.0033	564
评估对象	0.544285297	0.019774011	0.697257384	0.413270609	0.100277574	0.643968309	0.0313	0.0048	553
评估对象	0.589593686	0.036723164	0.738924051	0.431128196	0.420063826	0.113809854	0.03061	0.0049	1402
评估对象	0.6115171	0.033898305	0.757911392	0.515333854	0.383603397	0.10296669	0.28916	0.051	804
评估对象	0.862320959	0.144067797	0.935654008	0.169778856	0.095767737	0.036606523	0.40774	0.068	362
评估对象	0.921660333	0.110169492	0.966244726	0.066014889	0.045075106	0.042418459	0.36049	0.0588	473
评估对象	0.923998831	0.124293785	0.967299578	0.184334456	0.067031679	0.029464492	0.4726	0.0775	560
评估对象	0.611809412	0.406779661	0.758438819	0.16296602	0.073570213	0.032992135	0.35383	0.0587	339
评估对象	0.677287343	0.237288136	0.812236287	0.097523012	0.024743164	0.025936849	0.43112	0.0741	613
评估对象	0.463607132	0.389830508	0.617088608	0.022208851	0.000676026	0.011623872	0.46814	0.0775	121
评估对象	0.754165449	0.110169492	0.86814346	0.19799991	0.023508642	0.016250289	0.4089	0.0683	438
评估对象	1	0.138418079	1	0.092813701	0.029148186	0.025387462	0.38226	0.0656	316
