2.0000,1.0000,0.1000,0.0888,0.0000,0.0707,0.0000,0.2500,1
3.0000,1.0000,0.1000,0.0645,0.0000,0.4731,0.0000,0.2500,2
2.0000,1.0000,0.1000,0.0950,0.1176,0.0000,0.0000,0.2500,3
2.0000,2.0000,0.1000,0.0950,0.0000,0.0000,0.0000,0.2500,1
2.0000,2.0000,0.1000,0.0686,0.0000,0.3854,0.0000,0.2500,2
2.0000,2.0000,0.1000,0.0950,0.1346,0.0000,0.0000,0.2500,3
3.0000,3.0000,0.1000,0.0904,0.0000,0.0517,0.0000,0.2500,1
2.0000,3.0000,0.1000,0.0685,0.0000,0.3865,0.0000,0.2500,2
2.0000,3.0000,0.1000,0.0950,0.1321,0.0000,0.0000,0.2500,3
2.0000,4.0000,0.1000,0.0950,0.0000,0.0000,0.0000,0.2500,1
3.0000,4.0000,0.1000,0.0645,0.0000,0.4731,0.0000,0.2500,2
2.0000,4.0000,0.1000,0.0950,0.1667,0.0000,0.0000,0.2500,3
2.0000,5.0000,0.1000,0.0939,0.0000,0.0116,0.0000,0.2500,1
2.0000,5.0000,0.1000,0.0668,0.0000,0.4234,0.0000,0.2500,2
1.0000,5.0000,0.1000,0.0950,0.2364,0.0000,0.0000,0.2500,3
2.0000,6.0000,0.1000,0.0850,0.0000,0.1183,0.0000,0.2500,1
3.0000,6.0000,0.1000,0.0646,0.0000,0.4720,0.0000,0.2500,2
2.0000,6.0000,0.1000,0.0950,0.1964,0.0000,0.0000,0.2500,3
3.0000,7.0000,0.1000,0.0812,0.0000,0.1700,0.0000,0.2500,1
3.0000,7.0000,0.1000,0.0646,0.0000,0.4720,0.0000,0.2500,2
2.0000,7.0000,0.1000,0.0950,0.1930,0.0000,0.0000,0.2500,3
2.0000,8.0000,0.1000,0.0750,0.0000,0.2672,0.0000,0.2500,1
3.0000,8.0000,0.1000,0.0639,0.0000,0.4868,0.0000,0.2500,2
2.0000,8.0000,0.1000,0.0992,0.2241,-0.0422,0.0000,0.2500,3
3.0000,9.0000,0.1000,0.0836,0.0000,0.1362,0.0000,0.2500,1
3.0000,9.0000,0.1000,0.0599,0.0000,0.5861,0.0000,0.2500,2
2.0000,9.0000,0.1000,0.0950,0.2542,0.0000,0.0000,0.2500,3
4.0000,1.0000,0.1000,0.0948,0.0000,0.0021,0.0000,0.2500,1
5.0000,1.0000,0.1000,0.0838,0.0000,0.1341,0.0000,0.2500,2
4.0000,1.0000,0.1000,0.0948,0.1176,0.0021,0.0000,0.2500,3
4.0000,2.0000,0.1000,0.0948,0.0000,0.0021,0.0000,0.2500,1
4.0000,2.0000,0.1000,0.0675,0.0000,0.4076,0.0000,0.2500,2
2.0000,2.0000,0.1000,0.0948,0.1923,0.0021,0.0000,0.2500,3
5.0000,3.0000,0.1000,0.0898,0.0000,0.0581,0.0000,0.2500,1
3.0000,3.0000,0.1000,0.0671,0.0000,0.4161,0.0000,0.2500,2
4.0000,3.0000,0.1000,0.0948,0.1509,0.0021,0.0000,0.2500,3
5.0000,4.0000,0.1000,0.0942,0.0000,0.0084,0.0000,0.2500,1
3.0000,4.0000,0.1000,0.0671,0.0000,0.4161,0.0000,0.2500,2
3.0000,4.0000,0.1000,0.0992,0.1667,-0.0422,0.0000,0.2500,3
